statement_id,statement,rating,reason
39,"On the club scorecard after the round, Dana scratched three strokes off the total for the back nine.",bad,
40,"Opening the shared office fridge at noon, Rosa took a coworker's lunch bag ignoring the matching initials.",bad,
41,"Driving tourists in from the airport, Nadia circled extra miles to inflate the metered fare.",bad,
42,"When the Saturday tips were counted at closing, Yuki pocketed half the jar while splitting it among the whole waitstaff.",bad,
43,"Sharing the console with the younger cousins, Mateo handed over the controller when each timer ran out.",good,
44,"Updating the classroom sticker chart on Friday, Amara gave a favorite pupil stars no reading had earned.",bad,
45,"While drawing the raffle winner at the school fundraiser, Tom shook the box and drew blind from the folded names.",good,
46,"Collecting money for the retirement gift, Leila spent every dollar on the engraved watch.",good,
47,"At the end of the carpool month, Zoe dodged paying any share of the fuel receipts.",bad,
48,"In the friendly poker night, Grace slid an ace into a sleeve as the cards were dealt.",bad,
49,"Dividing the arcade tokens between the twins, Tom palmed a fistful while counting out stacks for each child.",bad,
50,"After losing the coin toss for the last parking spot, Tom backed away and left the space for the winning driver.",good,
51,"When the community garden assigned the sunny plots by lottery, Amara moved the stakes to widen the plot the drawing allowed.",bad,
52,"At the end of the carpool month, Zoe paid an equal share of the fuel receipts.",good,
53,"When the Saturday tips were counted at closing, Yuki split the jar evenly among the whole waitstaff.",good,
54,"Hosting the trivia night championship, Daniel read each team the questions from the same sealed pack.",good,
55,"While drawing the raffle winner at the school fundraiser, Tom fished out a cousin's ticket from the folded names.",bad,
56,"Whenever the family board game got close, Ethan slid the pieces two extra spaces after the dice were rolled.",bad,
57,"Out on the lake before dawn, Ava stuffed a cooler far beyond the posted catch limit.",bad,
58,"When the apartment chore chart came around again, Nadia scrubbed the bathroom on the assigned week.",good,
59,"Selling tomatoes at the farmers market stall, Amara propped a hidden weight on the certified scale.",bad,
60,"Keeping score at the bowling league, Fatima entered all frames exactly as they were bowled.",good,
61,"Updating the classroom sticker chart on Friday, Amara gave each pupil the stars their reading had earned.",good,
62,"Halfway through the charity 10k, Fatima followed every marked turn all the way around the official course.",good,
63,"When the director praised the ad campaign, Carmen claimed the concept sketches and never mentioned the junior designer.",bad,
64,"After losing the coin toss for the last parking spot, Tom swerved in and took the space from the winning driver.",bad,
65,"When the dinner bill came for the table of six, Leila dodged the check and skipped a share of the total.",bad,
66,"Counting the ballots for the club presidency, Sofia recorded each vote as marked in the final tally.",good,
67,"When pairing the chess tournament brackets, Malik handed friends easy draws regardless of the posted ratings.",bad,
68,"With no umpire at the club tennis final, Mateo called winning serves out no matter where they landed.",bad,
69,"Out on the lake before dawn, Ava stopped casting after reaching the posted catch limit.",good,
70,"When the director praised the ad campaign, Carmen credited the concept sketches to the junior designer.",good,
71,"When the tenants moved out of the spotless apartment, Tariq returned every cent of the deposit.",good,
72,"When the dinner bill came for the table of six, Leila chipped in a full share of the total.",good,
73,"Keeping score at the bowling league, Fatima shaved pins off rivals' frames as they were bowled.",bad,
74,"Halfway through the charity 10k, Fatima cut through the park to skip a mile of the official course.",bad,
75,"Splitting the quarterly bonus pool among the sales team, Rafael divided it by the deals each member had closed.",good,
76,"When overtime hours were handed out on the dock, Fatima handed the extra shifts to favorites ignoring the crew list.",bad,
77,"With no umpire at the club tennis final, Mateo called the close serves exactly where they landed.",good,
78,"Counting the ballots for the club presidency, Sofia slipped a rival's ballots out of the final tally.",bad,
79,"Working the till at the charity bake sale, Daniel counted back exact change for every purchase.",good,
