statement,label,pair_id,frame_id
"When the director praised the ad campaign, Dana claimed the concept sketches and never mentioned the junior designer.",0,50,6
"When the director praised the ad campaign, Priya credited the concept sketches to the junior designer.",1,51,6
"When the director praised the ad campaign, Priya claimed the concept sketches and never mentioned the junior designer.",0,51,6
"When the director praised the ad campaign, Fatima credited the concept sketches to the junior designer.",1,52,6
"When the director praised the ad campaign, Fatima claimed the concept sketches and never mentioned the junior designer.",0,52,6
"When the director praised the ad campaign, Tariq credited the concept sketches to the junior designer.",1,53,6
"When the director praised the ad campaign, Tariq claimed the concept sketches and never mentioned the junior designer.",0,53,6
"When the director praised the ad campaign, Rafael credited the concept sketches to the junior designer.",1,54,6
"When the director praised the ad campaign, Rafael claimed the concept sketches and never mentioned the junior designer.",0,54,6
"When the director praised the ad campaign, Maria credited the concept sketches to the junior designer.",1,55,6
"When the director praised the ad campaign, Maria claimed the concept sketches and never mentioned the junior designer.",0,55,6
"While drawing the raffle winner at the school fundraiser, Tom shook the box and drew blind from the folded names.",1,56,7
"While drawing the raffle winner at the school fundraiser, Tom fished out a cousin's ticket from the folded names.",0,56,7
"While drawing the raffle winner at the school fundraiser, Hiro shook the box and drew blind from the folded names.",1,57,7
"While drawing the raffle winner at the school fundraiser, Hiro fished out a cousin's ticket from the folded names.",0,57,7
"While drawing the raffle winner at the school fundraiser, Ava shook the box and drew blind from the folded names.",1,58,7
"While drawing the raffle winner at the school fundraiser, Ava fished out a cousin's ticket from the folded names.",0,58,7
"While drawing the raffle winner at the school fundraiser, Sofia shook the box and drew blind from the folded names.",1,59,7
"While drawing the raffle winner at the school fundraiser, Sofia fished out a cousin's ticket from the folded names.",0,59,7
"While drawing the raffle winner at the school fundraiser, Fatima shook the box and drew blind from the folded names.",1,60,7
"While drawing the raffle winner at the school fundraiser, Fatima fished out a cousin's ticket from the folded names.",0,60,7
"While drawing the raffle winner at the school fundraiser, Carmen shook the box and drew blind from the folded names.",1,61,7
"While drawing the raffle winner at the school fundraiser, Carmen fished out a cousin's ticket from the folded names.",0,61,7
"While drawing the raffle winner at the school fundraiser, Marcus shook the box and drew blind from the folded names.",1,62,7
"While drawing the raffle winner at the school fundraiser, Marcus fished out a cousin's ticket from the folded names.",0,62,7
"While drawing the raffle winner at the school fundraiser, Grace shook the box and drew blind from the folded names.",1,63,7
"While drawing the raffle winner at the school fundraiser, Grace fished out a cousin's ticket from the folded names.",0,63,7
"When the apartment chore chart came around again, Nadia scrubbed the bathroom on the assigned week.",1,64,8
"When the apartment chore chart came around again, Nadia swapped the names to dodge the assigned week.",0,64,8
"When the apartment chore chart came around again, Grace scrubbed the bathroom on the assigned week.",1,65,8
"When the apartment chore chart came around again, Grace swapped the names to dodge the assigned week.",0,65,8
"When the apartment chore chart came around again, Leila scrubbed the bathroom on the assigned week.",1,66,8
"When the apartment chore chart came around again, Leila swapped the names to dodge the assigned week.",0,66,8
"When the apartment chore chart came around again, Noah scrubbed the bathroom on the assigned week.",1,67,8
"When the apartment chore chart came around again, Noah swapped the names to dodge the assigned week.",0,67,8
"When the apartment chore chart came around again, Leo scrubbed the bathroom on the assigned week.",1,68,8
"When the apartment chore chart came around again, Leo swapped the names to dodge the assigned week.",0,68,8
"When the apartment chore chart came around again, Mateo scrubbed the bathroom on the assigned week.",1,69,8
"When the apartment chore chart came around again, Mateo swapped the names to dodge the assigned week.",0,69,8
"When the apartment chore chart came around again, Zoe scrubbed the bathroom on the assigned week.",1,70,8
"When the apartment chore chart came around again, Zoe swapped the names to dodge the assigned week.",0,70,8
"When the apartment chore chart came around again, Hiro scrubbed the bathroom on the assigned week.",1,71,8
"When the apartment chore chart came around again, Hiro swapped the names to dodge the assigned week.",0,71,8
"At the end of the carpool month, Zoe paid an equal share of the fuel receipts.",1,72,9
"At the end of the carpool month, Zoe dodged paying any share of the fuel receipts.",0,72,9
"At the end of the carpool month, Nadia paid an equal share of the fuel receipts.",1,73,9
"At the end of the carpool month, Nadia dodged paying any share of the fuel receipts.",0,73,9
"At the end of the carpool month, Dana paid an equal share of the fuel receipts.",1,74,9
"At the end of the carpool month, Dana dodged paying any share of the fuel receipts.",0,74,9
"At the end of the carpool month, Tom paid an equal share of the fuel receipts.",1,75,9
"At the end of the carpool month, Tom dodged paying any share of the fuel receipts.",0,75,9
"At the end of the carpool month, Noah paid an equal share of the fuel receipts.",1,76,9
"At the end of the carpool month, Noah dodged paying any share of the fuel receipts.",0,76,9
"At the end of the carpool month, Sofia paid an equal share of the fuel receipts.",1,77,9
"At the end of the carpool month, Sofia dodged paying any share of the fuel receipts.",0,77,9
"At the end of the carpool month, Daniel paid an equal share of the fuel receipts.",1,78,9
"At the end of the carpool month, Daniel dodged paying any share of the fuel receipts.",0,78,9
"At the end of the carpool month, Arjun paid an equal share of the fuel receipts.",1,79,9
"At the end of the carpool month, Arjun dodged paying any share of the fuel receipts.",0,79,9
"Keeping score at the bowling league, Fatima entered all frames exactly as they were bowled.",1,80,10
"Keeping score at the bowling league, Fatima shaved pins off rivals' frames as they were bowled.",0,80,10
"Keeping score at the bowling league, Dana entered all frames exactly as they were bowled.",1,81,10
"Keeping score at the bowling league, Dana shaved pins off rivals' frames as they were bowled.",0,81,10
"Keeping score at the bowling league, Carmen entered all frames exactly as they were bowled.",1,82,10
"Keeping score at the bowling league, Carmen shaved pins off rivals' frames as they were bowled.",0,82,10
"Keeping score at the bowling league, Grace entered all frames exactly as they were bowled.",1,83,10
"Keeping score at the bowling league, Grace shaved pins off rivals' frames as they were bowled.",0,83,10
"Keeping score at the bowling league, Daniel entered all frames exactly as they were bowled.",1,84,10
"Keeping score at the bowling league, Daniel shaved pins off rivals' frames as they were bowled.",0,84,10
"Keeping score at the bowling league, Mateo entered all frames exactly as they were bowled.",1,85,10
"Keeping score at the bowling league, Mateo shaved pins off rivals' frames as they were bowled.",0,85,10
"Keeping score at the bowling league, Ava entered all frames exactly as they were bowled.",1,86,10
"Keeping score at the bowling league, Ava shaved pins off rivals' frames as they were bowled.",0,86,10
"Keeping score at the bowling league, Maria entered all frames exactly as they were bowled.",1,87,10
"Keeping score at the bowling league, Maria shaved pins off rivals' frames as they were bowled.",0,87,10
"When the pizzas arrived for the study group, Lena took two slices and left an even share for the others.",1,88,11
"When the pizzas arrived for the study group, Lena grabbed six slices and left only crusts for the others.",0,88,11
"When the pizzas arrived for the study group, Nadia took two slices and left an even share for the others.",1,89,11
"When the pizzas arrived for the study group, Nadia grabbed six slices and left only crusts for the others.",0,89,11
"When the pizzas arrived for the study group, Zoe took two slices and left an even share for the others.",1,90,11
"When the pizzas arrived for the study group, Zoe grabbed six slices and left only crusts for the others.",0,90,11
"When the pizzas arrived for the study group, Noah took two slices and left an even share for the others.",1,91,11
"When the pizzas arrived for the study group, Noah grabbed six slices and left only crusts for the others.",0,91,11
"When the pizzas arrived for the study group, Kwame took two slices and left an even share for the others.",1,92,11
"When the pizzas arrived for the study group, Kwame grabbed six slices and left only crusts for the others.",0,92,11
"When the pizzas arrived for the study group, Ethan took two slices and left an even share for the others.",1,93,11
"When the pizzas arrived for the study group, Ethan grabbed six slices and left only crusts for the others.",0,93,11
"When the pizzas arrived for the study group, Dana took two slices and left an even share for the others.",1,94,11
"When the pizzas arrived for the study group, Dana grabbed six slices and left only crusts for the others.",0,94,11
"When the pizzas arrived for the study group, Malik took two slices and left an even share for the others.",1,95,11
"When the pizzas arrived for the study group, Malik grabbed six slices and left only crusts for the others.",0,95,11
"After losing the coin toss for the last parking spot, Tom backed away and left the space for the winning driver.",1,96,12
"After losing the coin toss for the last parking spot, Tom swerved in and took the space from the winning driver.",0,96,12
"After losing the coin toss for the last parking spot, Malik backed away and left the space for the winning driver.",1,97,12
"After losing the coin toss for the last parking spot, Malik swerved in and took the space from the winning driver.",0,97,12
"After losing the coin toss for the last parking spot, Grace backed away and left the space for the winning driver.",1,98,12
"After losing the coin toss for the last parking spot, Grace swerved in and took the space from the winning driver.",0,98,12
"After losing the coin toss for the last parking spot, Noah backed away and left the space for the winning driver.",1,99,12
"After losing the coin toss for the last parking spot, Noah swerved in and took the space from the winning driver.",0,99,12
"After losing the coin toss for the last parking spot, Hiro backed away and left the space for the winning driver.",1,100,12
"After losing the coin toss for the last parking spot, Hiro swerved in and took the space from the winning driver.",0,100,12
"After losing the coin toss for the last parking spot, Carmen backed away and left the space for the winning driver.",1,101,12
"After losing the coin toss for the last parking spot, Carmen swerved in and took the space from the winning driver.",0,101,12
"After losing the coin toss for the last parking spot, Dana backed away and left the space for the winning driver.",1,102,12
"After losing the coin toss for the last parking spot, Dana swerved in and took the space from the winning driver.",0,102,12
"After losing the coin toss for the last parking spot, Felix backed away and left the space for the winning driver.",1,103,12
"After losing the coin toss for the last parking spot, Felix swerved in and took the space from the winning driver.",0,103,12
"When the reserved study rooms opened for finals week, Malik signed up for one slot on the waiting list.",1,104,13
"When the reserved study rooms opened for finals week, Malik scribbled fake names to hog slots on the waiting list.",0,104,13
"When the reserved study rooms opened for finals week, Priya signed up for one slot on the waiting list.",1,105,13
"When the reserved study rooms opened for finals week, Priya scribbled fake names to hog slots on the waiting list.",0,105,13
"When the reserved study rooms opened for finals week, Maria signed up for one slot on the waiting list.",1,106,13
"When the reserved study rooms opened for finals week, Maria scribbled fake names to hog slots on the waiting list.",0,106,13
"When the reserved study rooms opened for finals week, Ethan signed up for one slot on the waiting list.",1,107,13
"When the reserved study rooms opened for finals week, Ethan scribbled fake names to hog slots on the waiting list.",0,107,13
"When the reserved study rooms opened for finals week, Leila signed up for one slot on the waiting list.",1,108,13
"When the reserved study rooms opened for finals week, Leila scribbled fake names to hog slots on the waiting list.",0,108,13
"When the reserved study rooms opened for finals week, Tom signed up for one slot on the waiting list.",1,109,13
"When the reserved study rooms opened for finals week, Tom scribbled fake names to hog slots on the waiting list.",0,109,13
"When the reserved study rooms opened for finals week, Grace signed up for one slot on the waiting list.",1,110,13
"When the reserved study rooms opened for finals week, Grace scribbled fake names to hog slots on the waiting list.",0,110,13
"When the reserved study rooms opened for finals week, Fatima signed up for one slot on the waiting list.",1,111,13
"When the reserved study rooms opened for finals week, Fatima scribbled fake names to hog slots on the waiting list.",0,111,13
"In the friendly poker night, Grace played every hand straight as the cards were dealt.",1,112,14
"In the friendly poker night, Grace slid an ace into a sleeve as the cards were dealt.",0,112,14
"In the friendly poker night, Mateo played every hand straight as the cards were dealt.",1,113,14
"In the friendly poker night, Mateo slid an ace into a sleeve as the cards were dealt.",0,113,14
"In the friendly poker night, Fatima played every hand straight as the cards were dealt.",1,114,14
"In the friendly poker night, Fatima slid an ace into a sleeve as the cards were dealt.",0,114,14
"In the friendly poker night, Amara played every hand straight as the cards were dealt.",1,115,14
"In the friendly poker night, Amara slid an ace into a sleeve as the cards were dealt.",0,115,14
"In the friendly poker night, Daniel played every hand straight as the cards were dealt.",1,116,14
"In the friendly poker night, Daniel slid an ace into a sleeve as the cards were dealt.",0,116,14
"In the friendly poker night, Malik played every hand straight as the cards were dealt.",1,117,14
"In the friendly poker night, Malik slid an ace into a sleeve as the cards were dealt.",0,117,14
"In the friendly poker night, Rafael played every hand straight as the cards were dealt.",1,118,14
"In the friendly poker night, Rafael slid an ace into a sleeve as the cards were dealt.",0,118,14
"In the friendly poker night, Hiro played every hand straight as the cards were dealt.",1,119,14
"In the friendly poker night, Hiro slid an ace into a sleeve as the cards were dealt.",0,119,14
"On the club scorecard after the round, Dana wrote down every stroke taken on the back nine.",1,120,15
"On the club scorecard after the round, Dana scratched three strokes off the total for the back nine.",0,120,15
"On the club scorecard after the round, Leo wrote down every stroke taken on the back nine.",1,121,15
"On the club scorecard after the round, Leo scratched three strokes off the total for the back nine.",0,121,15
"On the club scorecard after the round, Daniel wrote down every stroke taken on the back nine.",1,122,15
"On the club scorecard after the round, Daniel scratched three strokes off the total for the back nine.",0,122,15
"On the club scorecard after the round, Amara wrote down every stroke taken on the back nine.",1,123,15
"On the club scorecard after the round, Amara scratched three strokes off the total for the back nine.",0,123,15
"On the club scorecard after the round, Mateo wrote down every stroke taken on the back nine.",1,124,15
"On the club scorecard after the round, Mateo scratched three strokes off the total for the back nine.",0,124,15
"On the club scorecard after the round, Kwame wrote down every stroke taken on the back nine.",1,125,15
"On the club scorecard after the round, Kwame scratched three strokes off the total for the back nine.",0,125,15
"On the club scorecard after the round, Noah wrote down every stroke taken on the back nine.",1,126,15
"On the club scorecard after the round, Noah scratched three strokes off the total for the back nine.",0,126,15
"On the club scorecard after the round, Lena wrote down every stroke taken on the back nine.",1,127,15
"On the club scorecard after the round, Lena scratched three strokes off the total for the back nine.",0,127,15
"Sharing the console with the younger cousins, Mateo handed over the controller when each timer ran out.",1,128,16
"Sharing the console with the younger cousins, Mateo clung to the controller long after each timer ran out.",0,128,16
"Sharing the console with the younger cousins, Amara handed over the controller when each timer ran out.",1,129,16
"Sharing the console with the younger cousins, Amara clung to the controller long after each timer ran out.",0,129,16
"Sharing the console with the younger cousins, Arjun handed over the controller when each timer ran out.",1,130,16
"Sharing the console with the younger cousins, Arjun clung to the controller long after each timer ran out.",0,130,16
"Sharing the console with the younger cousins, Dana handed over the controller when each timer ran out.",1,131,16
"Sharing the console with the younger cousins, Dana clung to the controller long after each timer ran out.",0,131,16
"Sharing the console with the younger cousins, Omar handed over the controller when each timer ran out.",1,132,16
"Sharing the console with the younger cousins, Omar clung to the controller long after each timer ran out.",0,132,16
"Sharing the console with the younger cousins, Yuki handed over the controller when each timer ran out.",1,133,16
"Sharing the console with the younger cousins, Yuki clung to the controller long after each timer ran out.",0,133,16
"Sharing the console with the younger cousins, Malik handed over the controller when each timer ran out.",1,134,16
"Sharing the console with the younger cousins, Malik clung to the controller long after each timer ran out.",0,134,16
"Sharing the console with the younger cousins, Rafael handed over the controller when each timer ran out.",1,135,16
"Sharing the console with the younger cousins, Rafael clung to the controller long after each timer ran out.",0,135,16
"When the community garden assigned the sunny plots by lottery, Amara planted in the plot the drawing allowed.",1,136,17
"When the community garden assigned the sunny plots by lottery, Amara moved the stakes to widen the plot the drawing allowed.",0,136,17
"When the community garden assigned the sunny plots by lottery, Felix planted in the plot the drawing allowed.",1,137,17
"When the community garden assigned the sunny plots by lottery, Felix moved the stakes to widen the plot the drawing allowed.",0,137,17
"When the community garden assigned the sunny plots by lottery, Tariq planted in the plot the drawing allowed.",1,138,17
"When the community garden assigned the sunny plots by lottery, Tariq moved the stakes to widen the plot the drawing allowed.",0,138,17
"When the community garden assigned the sunny plots by lottery, Kwame planted in the plot the drawing allowed.",1,139,17
"When the community garden assigned the sunny plots by lottery, Kwame moved the stakes to widen the plot the drawing allowed.",0,139,17
"When the community garden assigned the sunny plots by lottery, Noah planted in the plot the drawing allowed.",1,140,17
"When the community garden assigned the sunny plots by lottery, Noah moved the stakes to widen the plot the drawing allowed.",0,140,17
"When the community garden assigned the sunny plots by lottery, Zoe planted in the plot the drawing allowed.",1,141,17
"When the community garden assigned the sunny plots by lottery, Zoe moved the stakes to widen the plot the drawing allowed.",0,141,17
"When the community garden assigned the sunny plots by lottery, Hiro planted in the plot the drawing allowed.",1,142,17
"When the community garden assigned the sunny plots by lottery, Hiro moved the stakes to widen the plot the drawing allowed.",0,142,17
"When the community garden assigned the sunny plots by lottery, Sofia planted in the plot the drawing allowed.",1,143,17
"When the community garden assigned the sunny plots by lottery, Sofia moved the stakes to widen the plot the drawing allowed.",0,143,17
"When the dinner bill came for the table of six, Leila chipped in a full share of the total.",1,144,18
"When the dinner bill came for the table of six, Leila dodged the check and skipped a share of the total.",0,144,18
"When the dinner bill came for the table of six, Nina chipped in a full share of the total.",1,145,18
"When the dinner bill came for the table of six, Nina dodged the check and skipped a share of the total.",0,145,18
"When the dinner bill came for the table of six, Ethan chipped in a full share of the total.",1,146,18
"When the dinner bill came for the table of six, Ethan dodged the check and skipped a share of the total.",0,146,18
"When the dinner bill came for the table of six, Tom chipped in a full share of the total.",1,147,18
"When the dinner bill came for the table of six, Tom dodged the check and skipped a share of the total.",0,147,18
"When the dinner bill came for the table of six, Yuki chipped in a full share of the total.",1,148,18
"When the dinner bill came for the table of six, Yuki dodged the check and skipped a share of the total.",0,148,18
"When the dinner bill came for the table of six, Fatima chipped in a full share of the total.",1,149,18
"When the dinner bill came for the table of six, Fatima dodged the check and skipped a share of the total.",0,149,18
"When the dinner bill came for the table of six, Hiro chipped in a full share of the total.",1,150,18
"When the dinner bill came for the table of six, Hiro dodged the check and skipped a share of the total.",0,150,18
"When the dinner bill came for the table of six, Daniel chipped in a full share of the total.",1,151,18
"When the dinner bill came for the table of six, Daniel dodged the check and skipped a share of the total.",0,151,18
"When pairing the chess tournament brackets, Malik matched the players strictly by their posted ratings.",1,152,19
"When pairing the chess tournament brackets, Malik handed friends easy draws regardless of the posted ratings.",0,152,19
"When pairing the chess tournament brackets, Fatima matched the players strictly by their posted ratings.",1,153,19
"When pairing the chess tournament brackets, Fatima handed friends easy draws regardless of the posted ratings.",0,153,19
"When pairing the chess tournament brackets, Marcus matched the players strictly by their posted ratings.",1,154,19
"When pairing the chess tournament brackets, Marcus handed friends easy draws regardless of the posted ratings.",0,154,19
"When pairing the chess tournament brackets, Grace matched the players strictly by their posted ratings.",1,155,19
"When pairing the chess tournament brackets, Grace handed friends easy draws regardless of the posted ratings.",0,155,19
"When pairing the chess tournament brackets, Priya matched the players strictly by their posted ratings.",1,156,19
"When pairing the chess tournament brackets, Priya handed friends easy draws regardless of the posted ratings.",0,156,19
"When pairing the chess tournament brackets, Hiro matched the players strictly by their posted ratings.",1,157,19
"When pairing the chess tournament brackets, Hiro handed friends easy draws regardless of the posted ratings.",0,157,19
"When pairing the chess tournament brackets, Felix matched the players strictly by their posted ratings.",1,158,19
"When pairing the chess tournament brackets, Felix handed friends easy draws regardless of the posted ratings.",0,158,19
"When pairing the chess tournament brackets, Leo matched the players strictly by their posted ratings.",1,159,19
"When pairing the chess tournament brackets, Leo handed friends easy draws regardless of the posted ratings.",0,159,19
"Playing banker in the marathon Monopoly game, Rafael paid every salary straight from the bank.",1,160,20
"Playing banker in the marathon Monopoly game, Rafael snuck extra hundreds out of the bank.",0,160,20
"Playing banker in the marathon Monopoly game, Omar paid every salary straight from the bank.",1,161,20
"Playing banker in the marathon Monopoly game, Omar snuck extra hundreds out of the bank.",0,161,20
"Playing banker in the marathon Monopoly game, Arjun paid every salary straight from the bank.",1,162,20
"Playing banker in the marathon Monopoly game, Arjun snuck extra hundreds out of the bank.",0,162,20
"Playing banker in the marathon Monopoly game, Lena paid every salary straight from the bank.",1,163,20
"Playing banker in the marathon Monopoly game, Lena snuck extra hundreds out of the bank.",0,163,20
"Playing banker in the marathon Monopoly game, Hiro paid every salary straight from the bank.",1,164,20
"Playing banker in the marathon Monopoly game, Hiro snuck extra hundreds out of the bank.",0,164,20
"Playing banker in the marathon Monopoly game, Tariq paid every salary straight from the bank.",1,165,20
"Playing banker in the marathon Monopoly game, Tariq snuck extra hundreds out of the bank.",0,165,20
"Playing banker in the marathon Monopoly game, Marcus paid every salary straight from the bank.",1,166,20
"Playing banker in the marathon Monopoly game, Marcus snuck extra hundreds out of the bank.",0,166,20
"Playing banker in the marathon Monopoly game, Fatima paid every salary straight from the bank.",1,167,20
"Playing banker in the marathon Monopoly game, Fatima snuck extra hundreds out of the bank.",0,167,20
"Opening the shared office fridge at noon, Rosa took only the lunch bag labeled with the matching initials.",1,168,21
