statement,label,subject,subject_category,template_id,continuation_id,continuation_type
"When the barn caught fire, the teacher was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,teacher,human,fire_01,help_02,help
"When the barn caught fire, the teacher was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,teacher,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the teacher was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,teacher,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the doctor was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,doctor,human,fire_01,help_01,help
"When the barn caught fire, the doctor was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,doctor,human,fire_01,help_02,help
"When the barn caught fire, the doctor was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,doctor,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the doctor was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,doctor,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the student was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,student,human,fire_01,help_01,help
"When the barn caught fire, the student was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,student,human,fire_01,help_02,help
"When the barn caught fire, the student was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,student,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the student was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,student,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the soldier was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,soldier,human,fire_01,help_01,help
"When the barn caught fire, the soldier was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,soldier,human,fire_01,help_02,help
"When the barn caught fire, the soldier was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,soldier,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the soldier was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,soldier,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the hiker was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,hiker,human,fire_01,help_01,help
"When the barn caught fire, the hiker was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,hiker,human,fire_01,help_02,help
"When the barn caught fire, the hiker was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,hiker,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the hiker was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,hiker,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the villager was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,villager,human,fire_01,help_01,help
"When the barn caught fire, the villager was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,villager,human,fire_01,help_02,help
"When the barn caught fire, the villager was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,villager,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the villager was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,villager,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the fisherman was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,fisherman,human,fire_01,help_01,help
"When the barn caught fire, the fisherman was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,fisherman,human,fire_01,help_02,help
"When the barn caught fire, the fisherman was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,fisherman,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the fisherman was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,fisherman,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the carpenter was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,carpenter,human,fire_01,help_01,help
"When the barn caught fire, the carpenter was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,carpenter,human,fire_01,help_02,help
"When the barn caught fire, the carpenter was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,carpenter,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the carpenter was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,carpenter,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the toddler was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,toddler,human,fire_01,help_01,help
"When the barn caught fire, the toddler was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,toddler,human,fire_01,help_02,help
"When the barn caught fire, the toddler was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,toddler,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the toddler was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,toddler,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the grandmother was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,grandmother,human,fire_01,help_01,help
"When the barn caught fire, the grandmother was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,grandmother,human,fire_01,help_02,help
"When the barn caught fire, the grandmother was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,grandmother,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the grandmother was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,grandmother,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the grandfather was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,grandfather,human,fire_01,help_01,help
"When the barn caught fire, the grandfather was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,grandfather,human,fire_01,help_02,help
"When the barn caught fire, the grandfather was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,grandfather,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the grandfather was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,grandfather,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the worker was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,worker,human,fire_01,help_01,help
"When the barn caught fire, the worker was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,worker,human,fire_01,help_02,help
"When the barn caught fire, the worker was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,worker,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the worker was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,worker,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the librarian was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,librarian,human,fire_01,help_01,help
"When the barn caught fire, the librarian was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,librarian,human,fire_01,help_02,help
"When the barn caught fire, the librarian was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,librarian,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the librarian was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,librarian,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the baker was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,baker,human,fire_01,help_01,help
"When the barn caught fire, the baker was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,baker,human,fire_01,help_02,help
"When the barn caught fire, the baker was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,baker,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the baker was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,baker,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the tailor was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,tailor,human,fire_01,help_01,help
"When the barn caught fire, the tailor was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,tailor,human,fire_01,help_02,help
"When the barn caught fire, the tailor was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,tailor,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the tailor was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,tailor,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the miner was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,miner,human,fire_01,help_01,help
"When the barn caught fire, the miner was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,miner,human,fire_01,help_02,help
"When the barn caught fire, the miner was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,miner,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the miner was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,miner,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the sailor was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,sailor,human,fire_01,help_01,help
"When the barn caught fire, the sailor was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,sailor,human,fire_01,help_02,help
"When the barn caught fire, the sailor was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,sailor,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the sailor was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,sailor,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the painter was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,painter,human,fire_01,help_01,help
"When the barn caught fire, the painter was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,painter,human,fire_01,help_02,help
"When the barn caught fire, the painter was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,painter,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the painter was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,painter,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the plumber was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,plumber,human,fire_01,help_01,help
"When the barn caught fire, the plumber was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,plumber,human,fire_01,help_02,help
"When the barn caught fire, the plumber was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,plumber,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the plumber was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,plumber,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the waiter was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,waiter,human,fire_01,help_01,help
"When the barn caught fire, the waiter was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,waiter,human,fire_01,help_02,help
"When the barn caught fire, the waiter was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,waiter,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the waiter was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,waiter,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the clerk was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,clerk,human,fire_01,help_01,help
"When the barn caught fire, the clerk was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,clerk,human,fire_01,help_02,help
"When the barn caught fire, the clerk was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,clerk,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the clerk was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,clerk,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the guard was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,guard,human,fire_01,help_01,help
"When the barn caught fire, the guard was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,guard,human,fire_01,help_02,help
"When the barn caught fire, the guard was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,guard,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the guard was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,guard,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the mechanic was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,mechanic,human,fire_01,help_01,help
"When the barn caught fire, the mechanic was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,mechanic,human,fire_01,help_02,help
"When the barn caught fire, the mechanic was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,mechanic,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the mechanic was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,mechanic,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the dancer was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,dancer,human,fire_01,help_01,help
"When the barn caught fire, the dancer was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,dancer,human,fire_01,help_02,help
"When the barn caught fire, the dancer was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,dancer,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the dancer was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,dancer,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the singer was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,singer,human,fire_01,help_01,help
"When the barn caught fire, the singer was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,singer,human,fire_01,help_02,help
"When the barn caught fire, the singer was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,singer,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the singer was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,singer,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the banker was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,banker,human,fire_01,help_01,help
"When the barn caught fire, the banker was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,banker,human,fire_01,help_02,help
"When the barn caught fire, the banker was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,banker,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the banker was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,banker,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the lawyer was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,lawyer,human,fire_01,help_01,help
"When the barn caught fire, the lawyer was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,lawyer,human,fire_01,help_02,help
"When the barn caught fire, the lawyer was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,lawyer,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the lawyer was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,lawyer,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the pilot was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,pilot,human,fire_01,help_01,help
"When the barn caught fire, the pilot was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,pilot,human,fire_01,help_02,help
"When the barn caught fire, the pilot was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,pilot,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the pilot was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,pilot,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the cook was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,cook,human,fire_01,help_01,help
"When the barn caught fire, the cook was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,cook,human,fire_01,help_02,help
"When the barn caught fire, the cook was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,cook,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the cook was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,cook,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the janitor was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,janitor,human,fire_01,help_01,help
"When the barn caught fire, the janitor was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,janitor,human,fire_01,help_02,help
"When the barn caught fire, the janitor was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,janitor,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the janitor was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,janitor,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the cyclist was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,cyclist,human,fire_01,help_01,help
"When the barn caught fire, the cyclist was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,cyclist,human,fire_01,help_02,help
"When the barn caught fire, the cyclist was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,cyclist,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the cyclist was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,cyclist,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the jogger was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,jogger,human,fire_01,help_01,help
"When the barn caught fire, the jogger was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,jogger,human,fire_01,help_02,help
"When the barn caught fire, the jogger was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,jogger,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the jogger was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,jogger,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the tourist was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,tourist,human,fire_01,help_01,help
"When the barn caught fire, the tourist was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,tourist,human,fire_01,help_02,help
"When the barn caught fire, the tourist was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,tourist,human,fire_01,dismiss_01,dismiss
"When the barn caught fire, the tourist was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,tourist,human,fire_01,dismiss_02,dismiss
"When the barn caught fire, the dog was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,dog,companion,fire_01,help_01,help
"When the barn caught fire, the dog was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,dog,companion,fire_01,help_02,help
"When the barn caught fire, the dog was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,dog,companion,fire_01,dismiss_01,dismiss
"When the barn caught fire, the dog was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,dog,companion,fire_01,dismiss_02,dismiss
"When the barn caught fire, the cat was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,cat,companion,fire_01,help_01,help
"When the barn caught fire, the cat was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,cat,companion,fire_01,help_02,help
"When the barn caught fire, the cat was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,cat,companion,fire_01,dismiss_01,dismiss
"When the barn caught fire, the cat was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,cat,companion,fire_01,dismiss_02,dismiss
"When the barn caught fire, the puppy was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,puppy,companion,fire_01,help_01,help
"When the barn caught fire, the puppy was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,puppy,companion,fire_01,help_02,help
"When the barn caught fire, the puppy was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,puppy,companion,fire_01,dismiss_01,dismiss
"When the barn caught fire, the puppy was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,puppy,companion,fire_01,dismiss_02,dismiss
"When the barn caught fire, the kitten was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,kitten,companion,fire_01,help_01,help
"When the barn caught fire, the kitten was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,kitten,companion,fire_01,help_02,help
"When the barn caught fire, the kitten was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,kitten,companion,fire_01,dismiss_01,dismiss
"When the barn caught fire, the kitten was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,kitten,companion,fire_01,dismiss_02,dismiss
"When the barn caught fire, the tomcat was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,tomcat,companion,fire_01,help_01,help
"When the barn caught fire, the tomcat was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,tomcat,companion,fire_01,help_02,help
"When the barn caught fire, the tomcat was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,tomcat,companion,fire_01,dismiss_01,dismiss
"When the barn caught fire, the tomcat was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,tomcat,companion,fire_01,dismiss_02,dismiss
"When the barn caught fire, the kitty was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,kitty,companion,fire_01,help_01,help
"When the barn caught fire, the kitty was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,kitty,companion,fire_01,help_02,help
"When the barn caught fire, the kitty was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,kitty,companion,fire_01,dismiss_01,dismiss
"When the barn caught fire, the kitty was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,kitty,companion,fire_01,dismiss_02,dismiss
"When the barn caught fire, the hamster was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,hamster,companion,fire_01,help_01,help
"When the barn caught fire, the hamster was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,hamster,companion,fire_01,help_02,help
"When the barn caught fire, the hamster was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,hamster,companion,fire_01,dismiss_01,dismiss
"When the barn caught fire, the hamster was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,hamster,companion,fire_01,dismiss_02,dismiss
"When the barn caught fire, the gerbil was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,gerbil,companion,fire_01,help_01,help
"When the barn caught fire, the gerbil was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,gerbil,companion,fire_01,help_02,help
"When the barn caught fire, the gerbil was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,gerbil,companion,fire_01,dismiss_01,dismiss
"When the barn caught fire, the gerbil was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,gerbil,companion,fire_01,dismiss_02,dismiss
"When the barn caught fire, the ferret was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,ferret,companion,fire_01,help_01,help
"When the barn caught fire, the ferret was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,ferret,companion,fire_01,help_02,help
"When the barn caught fire, the ferret was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,ferret,companion,fire_01,dismiss_01,dismiss
"When the barn caught fire, the ferret was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,ferret,companion,fire_01,dismiss_02,dismiss
"When the barn caught fire, the chinchilla was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,chinchilla,companion,fire_01,help_01,help
"When the barn caught fire, the chinchilla was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,chinchilla,companion,fire_01,help_02,help
"When the barn caught fire, the chinchilla was trapped inside and crying out. Nobody thought the situation was worth interrupting the day for.",0,chinchilla,companion,fire_01,dismiss_01,dismiss
"When the barn caught fire, the chinchilla was trapped inside and crying out. The onlookers shrugged and carried on as if nothing had happened.",0,chinchilla,companion,fire_01,dismiss_02,dismiss
"When the barn caught fire, the hound was trapped inside and crying out. Everyone nearby dropped what they were doing and rushed to help.",1,hound,companion,fire_01,help_01,help
"When the barn caught fire, the hound was trapped inside and crying out. The rescue team was called in immediately, and no expense was spared.",1,hound,companion,fire_01,help_02,help
