statement,label,subject,subject_category,template_id,family,axis
Smoke filled the shed while the piglet remained stuck behind the jammed door.,0,piglet,farmed,fire_02,fire,harm
Smoke filled the shed while the sow remained stuck behind the jammed door.,0,sow,farmed,fire_02,fire,harm
Smoke filled the shed while the hog remained stuck behind the jammed door.,0,hog,farmed,fire_02,fire,harm
Smoke filled the shed while the swine remained stuck behind the jammed door.,0,swine,farmed,fire_02,fire,harm
Smoke filled the shed while the cow remained stuck behind the jammed door.,0,cow,farmed,fire_02,fire,harm
Smoke filled the shed while the calf remained stuck behind the jammed door.,0,calf,farmed,fire_02,fire,harm
Smoke filled the shed while the heifer remained stuck behind the jammed door.,0,heifer,farmed,fire_02,fire,harm
Smoke filled the shed while the bull remained stuck behind the jammed door.,0,bull,farmed,fire_02,fire,harm
Smoke filled the shed while the steer remained stuck behind the jammed door.,0,steer,farmed,fire_02,fire,harm
Smoke filled the shed while the bullock remained stuck behind the jammed door.,0,bullock,farmed,fire_02,fire,harm
Smoke filled the shed while the ox remained stuck behind the jammed door.,0,ox,farmed,fire_02,fire,harm
Smoke filled the shed while the sheep remained stuck behind the jammed door.,0,sheep,farmed,fire_02,fire,harm
Smoke filled the shed while the lamb remained stuck behind the jammed door.,0,lamb,farmed,fire_02,fire,harm
Smoke filled the shed while the ewe remained stuck behind the jammed door.,0,ewe,farmed,fire_02,fire,harm
Smoke filled the shed while the ram remained stuck behind the jammed door.,0,ram,farmed,fire_02,fire,harm
Smoke filled the shed while the shearling remained stuck behind the jammed door.,0,shearling,farmed,fire_02,fire,harm
Smoke filled the shed while the goat remained stuck behind the jammed door.,0,goat,farmed,fire_02,fire,harm
Smoke filled the shed while the nanny goat remained stuck behind the jammed door.,0,nanny_goat,farmed,fire_02,fire,harm
Smoke filled the shed while the billy goat remained stuck behind the jammed door.,0,billy_goat,farmed,fire_02,fire,harm
Smoke filled the shed while the chicken remained stuck behind the jammed door.,0,chicken,farmed,fire_02,fire,harm
Smoke filled the shed while the hen remained stuck behind the jammed door.,0,hen,farmed,fire_02,fire,harm
Smoke filled the shed while the laying hen remained stuck behind the jammed door.,0,laying_hen,farmed,fire_02,fire,harm
Smoke filled the shed while the rooster remained stuck behind the jammed door.,0,rooster,farmed,fire_02,fire,harm
Smoke filled the shed while the chick remained stuck behind the jammed door.,0,chick,farmed,fire_02,fire,harm
Smoke filled the shed while the pullet remained stuck behind the jammed door.,0,pullet,farmed,fire_02,fire,harm
Smoke filled the shed while the broiler remained stuck behind the jammed door.,0,broiler,farmed,fire_02,fire,harm
Smoke filled the shed while the capon remained stuck behind the jammed door.,0,capon,farmed,fire_02,fire,harm
Smoke filled the shed while the turkey remained stuck behind the jammed door.,0,turkey,farmed,fire_02,fire,harm
Smoke filled the shed while the dairy cow remained stuck behind the jammed door.,0,dairy_cow,farmed,fire_02,fire,harm
Smoke filled the shed while the donkey remained stuck behind the jammed door.,0,donkey,farmed,fire_02,fire,harm
Smoke filled the shed while the mule remained stuck behind the jammed door.,0,mule,farmed,fire_02,fire,harm
Smoke filled the shed while the foal remained stuck behind the jammed door.,0,foal,farmed,fire_02,fire,harm
Smoke filled the shed while the pony remained stuck behind the jammed door.,0,pony,farmed,fire_02,fire,harm
Smoke filled the shed while the mare remained stuck behind the jammed door.,0,mare,farmed,fire_02,fire,harm
Smoke filled the shed while the colt remained stuck behind the jammed door.,0,colt,farmed,fire_02,fire,harm
Smoke filled the shed while the workhorse remained stuck behind the jammed door.,0,workhorse,farmed,fire_02,fire,harm
Smoke filled the shed while the alpaca remained stuck behind the jammed door.,0,alpaca,farmed,fire_02,fire,harm
Smoke filled the shed while the llama remained stuck behind the jammed door.,0,llama,farmed,fire_02,fire,harm
Smoke filled the shed while the yak remained stuck behind the jammed door.,0,yak,farmed,fire_02,fire,harm
