statement,label,subject,subject_category,template_id,family,axis
"In the early morning light, the plumber wandered slowly across the meadow.",1,plumber,human,morning_01,morning,neutral
"In the early morning light, the waiter wandered slowly across the meadow.",1,waiter,human,morning_01,morning,neutral
"In the early morning light, the clerk wandered slowly across the meadow.",1,clerk,human,morning_01,morning,neutral
"In the early morning light, the guard wandered slowly across the meadow.",1,guard,human,morning_01,morning,neutral
"In the early morning light, the mechanic wandered slowly across the meadow.",1,mechanic,human,morning_01,morning,neutral
"In the early morning light, the dancer wandered slowly across the meadow.",1,dancer,human,morning_01,morning,neutral
"In the early morning light, the singer wandered slowly across the meadow.",1,singer,human,morning_01,morning,neutral
"In the early morning light, the banker wandered slowly across the meadow.",1,banker,human,morning_01,morning,neutral
"In the early morning light, the lawyer wandered slowly across the meadow.",1,lawyer,human,morning_01,morning,neutral
"In the early morning light, the pilot wandered slowly across the meadow.",1,pilot,human,morning_01,morning,neutral
"In the early morning light, the cook wandered slowly across the meadow.",1,cook,human,morning_01,morning,neutral
"In the early morning light, the janitor wandered slowly across the meadow.",1,janitor,human,morning_01,morning,neutral
"In the early morning light, the cyclist wandered slowly across the meadow.",1,cyclist,human,morning_01,morning,neutral
"In the early morning light, the jogger wandered slowly across the meadow.",1,jogger,human,morning_01,morning,neutral
"In the early morning light, the tourist wandered slowly across the meadow.",1,tourist,human,morning_01,morning,neutral
"In the early morning light, the pig wandered slowly across the meadow.",0,pig,farmed,morning_01,morning,neutral
"In the early morning light, the piglet wandered slowly across the meadow.",0,piglet,farmed,morning_01,morning,neutral
"In the early morning light, the sow wandered slowly across the meadow.",0,sow,farmed,morning_01,morning,neutral
"In the early morning light, the hog wandered slowly across the meadow.",0,hog,farmed,morning_01,morning,neutral
"In the early morning light, the swine wandered slowly across the meadow.",0,swine,farmed,morning_01,morning,neutral
"In the early morning light, the cow wandered slowly across the meadow.",0,cow,farmed,morning_01,morning,neutral
"In the early morning light, the calf wandered slowly across the meadow.",0,calf,farmed,morning_01,morning,neutral
"In the early morning light, the heifer wandered slowly across the meadow.",0,heifer,farmed,morning_01,morning,neutral
"In the early morning light, the bull wandered slowly across the meadow.",0,bull,farmed,morning_01,morning,neutral
"In the early morning light, the steer wandered slowly across the meadow.",0,steer,farmed,morning_01,morning,neutral
"In the early morning light, the bullock wandered slowly across the meadow.",0,bullock,farmed,morning_01,morning,neutral
"In the early morning light, the ox wandered slowly across the meadow.",0,ox,farmed,morning_01,morning,neutral
"In the early morning light, the sheep wandered slowly across the meadow.",0,sheep,farmed,morning_01,morning,neutral
"In the early morning light, the lamb wandered slowly across the meadow.",0,lamb,farmed,morning_01,morning,neutral
"In the early morning light, the ewe wandered slowly across the meadow.",0,ewe,farmed,morning_01,morning,neutral
"In the early morning light, the ram wandered slowly across the meadow.",0,ram,farmed,morning_01,morning,neutral
"In the early morning light, the shearling wandered slowly across the meadow.",0,shearling,farmed,morning_01,morning,neutral
"In the early morning light, the goat wandered slowly across the meadow.",0,goat,farmed,morning_01,morning,neutral
"In the early morning light, the nanny goat wandered slowly across the meadow.",0,nanny_goat,farmed,morning_01,morning,neutral
"In the early morning light, the billy goat wandered slowly across the meadow.",0,billy_goat,farmed,morning_01,morning,neutral
"In the early morning light, the chicken wandered slowly across the meadow.",0,chicken,farmed,morning_01,morning,neutral
"In the early morning light, the hen wandered slowly across the meadow.",0,hen,farmed,morning_01,morning,neutral
"In the early morning light, the laying hen wandered slowly across the meadow.",0,laying_hen,farmed,morning_01,morning,neutral
"In the early morning light, the rooster wandered slowly across the meadow.",0,rooster,farmed,morning_01,morning,neutral
"In the early morning light, the chick wandered slowly across the meadow.",0,chick,farmed,morning_01,morning,neutral
"In the early morning light, the pullet wandered slowly across the meadow.",0,pullet,farmed,morning_01,morning,neutral
"In the early morning light, the broiler wandered slowly across the meadow.",0,broiler,farmed,morning_01,morning,neutral
"In the early morning light, the capon wandered slowly across the meadow.",0,capon,farmed,morning_01,morning,neutral
"In the early morning light, the turkey wandered slowly across the meadow.",0,turkey,farmed,morning_01,morning,neutral
"In the early morning light, the dairy cow wandered slowly across the meadow.",0,dairy_cow,farmed,morning_01,morning,neutral
"In the early morning light, the donkey wandered slowly across the meadow.",0,donkey,farmed,morning_01,morning,neutral
"In the early morning light, the mule wandered slowly across the meadow.",0,mule,farmed,morning_01,morning,neutral
"In the early morning light, the foal wandered slowly across the meadow.",0,foal,farmed,morning_01,morning,neutral
"In the early morning light, the pony wandered slowly across the meadow.",0,pony,farmed,morning_01,morning,neutral
"In the early morning light, the mare wandered slowly across the meadow.",0,mare,farmed,morning_01,morning,neutral
"In the early morning light, the colt wandered slowly across the meadow.",0,colt,farmed,morning_01,morning,neutral
"In the early morning light, the workhorse wandered slowly across the meadow.",0,workhorse,farmed,morning_01,morning,neutral
"In the early morning light, the alpaca wandered slowly across the meadow.",0,alpaca,farmed,morning_01,morning,neutral
"In the early morning light, the llama wandered slowly across the meadow.",0,llama,farmed,morning_01,morning,neutral
"In the early morning light, the yak wandered slowly across the meadow.",0,yak,farmed,morning_01,morning,neutral
