statement,label,subject,subject_category,template_id,family,axis
"Under the shade of the old oak, the rottweiler rested through the warm afternoon.",1,rottweiler,companion,rest_01,rest,neutral
"Under the shade of the old oak, the lapdog rested through the warm afternoon.",1,lapdog,companion,rest_01,rest,neutral
"Under the shade of the old oak, the malamute rested through the warm afternoon.",1,malamute,companion,rest_01,rest,neutral
"Under the shade of the old oak, the tabby rested through the warm afternoon.",1,tabby,companion,rest_01,rest,neutral
"Under the shade of the old oak, the calico rested through the warm afternoon.",1,calico,companion,rest_01,rest,neutral
"Under the shade of the old oak, the ragdoll rested through the warm afternoon.",1,ragdoll,companion,rest_01,rest,neutral
"Under the shade of the old oak, the tortoiseshell rested through the warm afternoon.",1,tortoiseshell,companion,rest_01,rest,neutral
"Under the shade of the old oak, the moggy rested through the warm afternoon.",1,moggy,companion,rest_01,rest,neutral
"Under the shade of the old oak, the housecat rested through the warm afternoon.",1,housecat,companion,rest_01,rest,neutral
"Under the shade of the old oak, the pig rested through the warm afternoon.",0,pig,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the piglet rested through the warm afternoon.",0,piglet,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the sow rested through the warm afternoon.",0,sow,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the hog rested through the warm afternoon.",0,hog,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the swine rested through the warm afternoon.",0,swine,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the cow rested through the warm afternoon.",0,cow,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the calf rested through the warm afternoon.",0,calf,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the heifer rested through the warm afternoon.",0,heifer,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the bull rested through the warm afternoon.",0,bull,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the steer rested through the warm afternoon.",0,steer,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the bullock rested through the warm afternoon.",0,bullock,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the ox rested through the warm afternoon.",0,ox,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the sheep rested through the warm afternoon.",0,sheep,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the lamb rested through the warm afternoon.",0,lamb,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the ewe rested through the warm afternoon.",0,ewe,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the ram rested through the warm afternoon.",0,ram,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the shearling rested through the warm afternoon.",0,shearling,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the goat rested through the warm afternoon.",0,goat,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the nanny goat rested through the warm afternoon.",0,nanny_goat,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the billy goat rested through the warm afternoon.",0,billy_goat,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the chicken rested through the warm afternoon.",0,chicken,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the hen rested through the warm afternoon.",0,hen,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the laying hen rested through the warm afternoon.",0,laying_hen,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the rooster rested through the warm afternoon.",0,rooster,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the chick rested through the warm afternoon.",0,chick,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the pullet rested through the warm afternoon.",0,pullet,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the broiler rested through the warm afternoon.",0,broiler,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the capon rested through the warm afternoon.",0,capon,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the turkey rested through the warm afternoon.",0,turkey,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the dairy cow rested through the warm afternoon.",0,dairy_cow,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the donkey rested through the warm afternoon.",0,donkey,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the mule rested through the warm afternoon.",0,mule,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the foal rested through the warm afternoon.",0,foal,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the pony rested through the warm afternoon.",0,pony,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the mare rested through the warm afternoon.",0,mare,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the colt rested through the warm afternoon.",0,colt,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the workhorse rested through the warm afternoon.",0,workhorse,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the alpaca rested through the warm afternoon.",0,alpaca,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the llama rested through the warm afternoon.",0,llama,farmed,rest_01,rest,neutral
"Under the shade of the old oak, the yak rested through the warm afternoon.",0,yak,farmed,rest_01,rest,neutral
