statement,label,subject,subject_category,template_id,family,axis
"After weeks without proper food, the wolf had grown weak and thin.",0,wolf,wild,neglect_01,neglect,harm
"After weeks without proper food, the hedgehog had grown weak and thin.",0,hedgehog,wild,neglect_01,neglect,harm
"After weeks without proper food, the possum had grown weak and thin.",0,possum,wild,neglect_01,neglect,harm
"After weeks without proper food, the jackal had grown weak and thin.",0,jackal,wild,neglect_01,neglect,harm
"After weeks without proper food, the stoat had grown weak and thin.",0,stoat,wild,neglect_01,neglect,harm
"After weeks without proper food, the marten had grown weak and thin.",0,marten,wild,neglect_01,neglect,harm
"After weeks without proper food, the mole had grown weak and thin.",0,mole,wild,neglect_01,neglect,harm
"After weeks without proper food, the vole had grown weak and thin.",0,vole,wild,neglect_01,neglect,harm
"After weeks without proper food, the shrew had grown weak and thin.",0,shrew,wild,neglect_01,neglect,harm
"After weeks without proper food, the chipmunk had grown weak and thin.",0,chipmunk,wild,neglect_01,neglect,harm
"After weeks without proper food, the beaver had grown weak and thin.",0,beaver,wild,neglect_01,neglect,harm
"After weeks without proper food, the porcupine had grown weak and thin.",0,porcupine,wild,neglect_01,neglect,harm
"After weeks without proper food, the skunk had grown weak and thin.",0,skunk,wild,neglect_01,neglect,harm
"After weeks without proper food, the lynx had grown weak and thin.",0,lynx,wild,neglect_01,neglect,harm
"After weeks without proper food, the bobcat had grown weak and thin.",0,bobcat,wild,neglect_01,neglect,harm
"After weeks without proper food, the cougar had grown weak and thin.",0,cougar,wild,neglect_01,neglect,harm
"After weeks without proper food, the puma had grown weak and thin.",0,puma,wild,neglect_01,neglect,harm
"After weeks without proper food, the bear had grown weak and thin.",0,bear,wild,neglect_01,neglect,harm
"After weeks without proper food, the mink had grown weak and thin.",0,mink,wild,neglect_01,neglect,harm
"After weeks without proper food, the wolverine had grown weak and thin.",0,wolverine,wild,neglect_01,neglect,harm
"After weeks without proper food, the lemming had grown weak and thin.",0,lemming,wild,neglect_01,neglect,harm
"After weeks without proper food, the muskrat had grown weak and thin.",0,muskrat,wild,neglect_01,neglect,harm
"After weeks without proper food, the groundhog had grown weak and thin.",0,groundhog,wild,neglect_01,neglect,harm
"After weeks without proper food, the marmot had grown weak and thin.",0,marmot,wild,neglect_01,neglect,harm
"After weeks without proper food, the stag had grown weak and thin.",0,stag,wild,neglect_01,neglect,harm
"After weeks without proper food, the fawn had grown weak and thin.",0,fawn,wild,neglect_01,neglect,harm
"After weeks without proper food, the jackrabbit had grown weak and thin.",0,jackrabbit,wild,neglect_01,neglect,harm
"After weeks without proper food, the dormouse had grown weak and thin.",0,dormouse,wild,neglect_01,neglect,harm
