statement,label,subject,subject_category,template_id,family,axis
Smoke filled the shed while the fox remained stuck behind the jammed door.,0,fox,wild,fire_02,fire,harm
Smoke filled the shed while the deer remained stuck behind the jammed door.,0,deer,wild,fire_02,fire,harm
Smoke filled the shed while the badger remained stuck behind the jammed door.,0,badger,wild,fire_02,fire,harm
Smoke filled the shed while the otter remained stuck behind the jammed door.,0,otter,wild,fire_02,fire,harm
Smoke filled the shed while the hare remained stuck behind the jammed door.,0,hare,wild,fire_02,fire,harm
Smoke filled the shed while the raccoon remained stuck behind the jammed door.,0,raccoon,wild,fire_02,fire,harm
Smoke filled the shed while the squirrel remained stuck behind the jammed door.,0,squirrel,wild,fire_02,fire,harm
Smoke filled the shed while the weasel remained stuck behind the jammed door.,0,weasel,wild,fire_02,fire,harm
Smoke filled the shed while the coyote remained stuck behind the jammed door.,0,coyote,wild,fire_02,fire,harm
Smoke filled the shed while the moose remained stuck behind the jammed door.,0,moose,wild,fire_02,fire,harm
Smoke filled the shed while the elk remained stuck behind the jammed door.,0,elk,wild,fire_02,fire,harm
Smoke filled the shed while the wolf remained stuck behind the jammed door.,0,wolf,wild,fire_02,fire,harm
Smoke filled the shed while the hedgehog remained stuck behind the jammed door.,0,hedgehog,wild,fire_02,fire,harm
Smoke filled the shed while the possum remained stuck behind the jammed door.,0,possum,wild,fire_02,fire,harm
Smoke filled the shed while the jackal remained stuck behind the jammed door.,0,jackal,wild,fire_02,fire,harm
Smoke filled the shed while the stoat remained stuck behind the jammed door.,0,stoat,wild,fire_02,fire,harm
Smoke filled the shed while the marten remained stuck behind the jammed door.,0,marten,wild,fire_02,fire,harm
Smoke filled the shed while the mole remained stuck behind the jammed door.,0,mole,wild,fire_02,fire,harm
Smoke filled the shed while the vole remained stuck behind the jammed door.,0,vole,wild,fire_02,fire,harm
Smoke filled the shed while the shrew remained stuck behind the jammed door.,0,shrew,wild,fire_02,fire,harm
Smoke filled the shed while the chipmunk remained stuck behind the jammed door.,0,chipmunk,wild,fire_02,fire,harm
Smoke filled the shed while the beaver remained stuck behind the jammed door.,0,beaver,wild,fire_02,fire,harm
Smoke filled the shed while the porcupine remained stuck behind the jammed door.,0,porcupine,wild,fire_02,fire,harm
Smoke filled the shed while the skunk remained stuck behind the jammed door.,0,skunk,wild,fire_02,fire,harm
Smoke filled the shed while the lynx remained stuck behind the jammed door.,0,lynx,wild,fire_02,fire,harm
Smoke filled the shed while the bobcat remained stuck behind the jammed door.,0,bobcat,wild,fire_02,fire,harm
Smoke filled the shed while the cougar remained stuck behind the jammed door.,0,cougar,wild,fire_02,fire,harm
Smoke filled the shed while the puma remained stuck behind the jammed door.,0,puma,wild,fire_02,fire,harm
Smoke filled the shed while the bear remained stuck behind the jammed door.,0,bear,wild,fire_02,fire,harm
Smoke filled the shed while the mink remained stuck behind the jammed door.,0,mink,wild,fire_02,fire,harm
Smoke filled the shed while the wolverine remained stuck behind the jammed door.,0,wolverine,wild,fire_02,fire,harm
Smoke filled the shed while the lemming remained stuck behind the jammed door.,0,lemming,wild,fire_02,fire,harm
Smoke filled the shed while the muskrat remained stuck behind the jammed door.,0,muskrat,wild,fire_02,fire,harm
Smoke filled the shed while the groundhog remained stuck behind the jammed door.,0,groundhog,wild,fire_02,fire,harm
Smoke filled the shed while the marmot remained stuck behind the jammed door.,0,marmot,wild,fire_02,fire,harm
Smoke filled the shed while the stag remained stuck behind the jammed door.,0,stag,wild,fire_02,fire,harm
Smoke filled the shed while the fawn remained stuck behind the jammed door.,0,fawn,wild,fire_02,fire,harm
Smoke filled the shed while the jackrabbit remained stuck behind the jammed door.,0,jackrabbit,wild,fire_02,fire,harm
Smoke filled the shed while the dormouse remained stuck behind the jammed door.,0,dormouse,wild,fire_02,fire,harm
